softmax,label
7.956499459282895e-09,0
1.0230981339898193e-10,0
1.6656412360482875e-11,0
5.12762881044182e-08,1
8.247374353231862e-06,1
0.3574477434158325,1
0.9931797981262207,1
3.298742112800568e-10,1
4.872582198833797e-11,1
5.930565483147632e-10,1
4.224307015299189e-11,1
2.1385880566437976e-10,1
4.665176023266326e-10,1
2.8185193068352987e-10,1
2.7642375055592083e-09,1
1.0921136217589833e-09,1
4.340717563167118e-09,1
1.7954750575199796e-08,1
2.630775597367574e-09,1
8.79417441645991e-11,1
2.7131383945055987e-11,1
2.4600409057919104e-13,1
1.8895511891270367e-11,0
2.1128616217724883e-11,0
2.3382590370601974e-06,0
2.240585899926373e-06,0
8.247619689427665e-07,0
5.879190467794615e-08,0
5.148879154148744e-06,0
2.2254288012391044e-07,0
1.5532540531548733e-10,0
2.5428498195978477e-10,0
1.760673967510229e-06,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9999998807907104,0
0.15540611743927002,0
3.910525982891988e-12,0
1.5201014275448288e-12,0
8.079217091346014e-14,0
1.8105010763172502e-14,0
2.2023825634303468e-14,0
3.9740813992470564e-14,0
3.3387547826273234e-13,0
2.1362865903346018e-12,0
5.076472922582731e-11,0
2.498742046608271e-10,0
1.436053914671831e-10,0
1.0805962027959914e-11,0
4.3271189040759717e-13,0
2.353340775290008e-13,0
3.373963977128247e-13,0
4.030813443439696e-12,0
5.1225742397909e-12,0
6.26234550327176e-11,0
6.81022571669132e-10,0
3.367169210122256e-09,0
1.1135776745163639e-08,0
1.2300183094282602e-08,0
2.0213413165492966e-09,0
9.481474990025163e-05,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999979734420776,1
0.9999992847442627,1
0.969057023525238,1
0.0008800337673164904,1
9.470894292462617e-05,1
0.6420592665672302,1
0.9994760155677795,0
1.5742220682568586e-07,0
3.2352811984992513e-08,0
2.7113869691675063e-06,0
5.919202408222191e-07,0
2.7501444492372684e-05,0
0.0002615459088701755,0
0.004394995979964733,0
0.037851445376873016,0
0.7975525259971619,0
0.9999850988388062,0
1.0,0
1.0,0
0.9999997615814209,0
0.999998927116394,0
0.9999996423721313,0
0.9999867677688599,0
0.9999998807907104,0
0.9999998807907104,0
0.9999998807907104,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999997615814209,1
1.0,1
0.9965758919715881,0
8.890977483133611e-07,0
8.329092082703937e-08,0
1.2575480212717594e-08,0
1.518226042662718e-07,0
2.7712745431784924e-09,0
3.482682892075317e-11,0
1.0885168634511277e-11,0
8.565666405335737e-12,0
1.3873804882713614e-11,0
2.1132323321793045e-11,0
1.6969160451796306e-11,0
2.867903657610693e-11,0
1.5769732741865994e-11,0
2.8534542350494574e-12,0
6.774856231572812e-10,0
7.527201972834519e-09,0
0.9999765157699585,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999994039535522,1
0.9999996423721313,0
0.00017723371274769306,0
1.457057738352141e-11,0
3.167520412628022e-10,0
1.3143787002799917e-13,0
1.013492783620562e-12,0
1.13707329142676e-12,0
8.425576317368233e-14,0
1.180969493204398e-12,0
1.2547573223498087e-11,0
7.55867313184666e-11,0
6.04776298485099e-11,0
9.341938680962336e-12,0
1.5039907524678348e-13,0
5.84692559126021e-13,0
1.438877737390456e-14,0
0.9905655384063721,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999992847442627,1
1.0,1
1.0,1
0.999995231628418,1
1.8326049011641032e-10,1
1.6457014787377156e-12,1
2.997659759307325e-11,1
1.519821768436458e-10,1
9.621920621372126e-11,1
0.12865786254405975,1
1.0,1
1.0,1
1.0,1
1.0,1
0.0865657851099968,1
8.275023999360087e-10,1
1.857795514648153e-11,0
6.303466863061269e-13,0
5.192156925758196e-13,0
8.154352301899259e-13,0
2.363418271852935e-12,0
1.5099328037893045e-12,0
7.673100436283997e-13,0
5.581473868157549e-13,0
1.105562446061456e-13,0
7.525374095575244e-14,0
1.1793594800833113e-13,0
3.72991812132642e-13,0
2.617268164348263e-12,0
5.896313710722356e-13,0
3.319704808355667e-13,0
5.5143942119832354e-14,0
1.0554826056132643e-13,0
1.0709881196951584e-13,0
3.686948478725388e-13,0
2.0806073877666087e-12,0
5.0100815857101466e-11,0
1.104277114194474e-09,0
4.0380911947579534e-09,0
1.8210826180364847e-09,0
3.519091018588938e-09,0
6.093749504998414e-09,0
1.6897243326763345e-10,1
0.00017860835941974074,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.08523836731910706,1
3.0290375242769674e-13,1
9.325965564035976e-13,1
5.775209477310028e-11,1
2.5259681499245623e-11,0
1.497995896215798e-07,0
2.6373232486776033e-08,0
0.00020434240286704153,0
0.0015707891434431076,0
0.00017490118625573814,0
0.0013805736089125276,0
0.000612550531513989,0
0.0010365659836679697,0
0.00031920603942126036,0
0.08647938072681427,0
0.9999891519546509,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9999998807907104,0
0.9999953508377075,0
0.9999979734420776,0
0.9999961853027344,0
0.9999908208847046,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9999972581863403,0
1.0,0
0.9999998807907104,0
0.9999990463256836,0
1.0,0
1.0,0
1.0,0
0.999962568283081,0
0.024314114823937416,0
3.678493598613386e-08,0
3.901338807565935e-09,0
1.3047772995378182e-07,0
3.538751958132025e-09,0
6.722470580200479e-09,0
9.767560094076089e-10,0
3.2115294867907096e-09,0
6.608384506279208e-09,0
5.4760569412337645e-09,0
4.792963248512194e-10,0
8.833516695894161e-10,0
1.5397826069740717e-10,0
3.180564839277977e-11,0
8.815851694488064e-12,0
8.344695073825292e-11,0
6.619248552053314e-12,0
1.0232746724611608e-12,0
9.418043873665738e-07,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999966621398926,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999991655349731,1
1.829229745453631e-08,1
6.1910698789802154e-09,0
7.747044325490116e-12,0
1.0232785755889817e-12,0
1.3939520924263066e-13,0
3.299758036257039e-12,0
4.1178372560748966e-13,0
9.687901217738434e-15,0
5.687377652163761e-14,0
1.914924653307476e-13,0
1.2182233520563468e-11,0
1.0502208130924728e-10,0
2.11922757120675e-10,0
2.2088532392050553e-10,0
1.8294266102003576e-10,0
3.7622122084357557e-10,0
1.1222548584877146e-10,0
1.5381527648794524e-11,0
6.880412906085098e-11,0
0.9999992847442627,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9998639822006226,1
0.9905563592910767,1
0.9949839115142822,1
0.9991490840911865,1
1.0,1
0.9999998807907104,1
0.8260787725448608,1
5.2118849680482526e-08,1
8.598860290476296e-09,1
2.819813653409664e-11,0
1.675690727669099e-12,0
3.8884935310741497e-13,0
2.46923602441676e-13,0
8.777123450785795e-13,1
1.6913172251609154e-10,1
4.254451305141238e-11,1
4.293238542452116e-10,1
0.03203874081373215,1
0.9536610841751099,1
0.9946093559265137,1
0.9999715089797974,1
0.999992847442627,1
0.020801236853003502,1
1.7430669130291676e-09,0
2.987991243319499e-10,0
5.828247606753933e-11,0
1.2296083422291826e-11,0
5.510036437533783e-12,0
2.1848165637772254e-12,0
5.140551612853317e-13,0
1.885096354188598e-13,0
3.6370625749408e-14,0
2.4737365137534294e-14,0
1.63930650195869e-13,0
3.108011894722984e-12,0
3.2960971192014243e-12,0
1.786783828533478e-12,0
4.935442245862509e-13,0
1.6541565480646808e-13,0
2.2532705410728548e-13,0
5.718436249697867e-13,0
4.04010375501529e-12,0
2.8757546344237994e-10,0
6.177080624780729e-09,0
1.2343968514016979e-08,0
2.7102359467789938e-08,0
1.3180121882783169e-08,0
1.883457612095185e-09,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
0.9999994039535522,0
2.598811761345132e-07,0
1.9212474493268683e-12,0
5.109678142840163e-14,0
1.1812517110298959e-11,0
1.575821764743246e-11,0
3.2131941551938326e-10,0
1.1449307474320491e-10,0
1.598458432283678e-08,0
7.379254846062722e-11,0
6.231556937130733e-11,0
8.881826697726414e-12,0
3.2107222696503568e-12,0
2.466491637667656e-13,0
3.0066623697049336e-14,0
1.1580413277617607e-12,0
7.111505134771434e-11,0
1.8682333120523253e-06,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
0.9999998807907104,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.0003567892999853939,0
3.769474278669804e-05,0
3.694797214848222e-07,0
1.4230052691743822e-09,0
3.5813004038015572e-12,0
1.5573471331964406e-11,0
8.345964544465012e-12,0
8.90375793927145e-12,0
4.4461747651658445e-12,0
4.650157429259005e-12,0
6.583722456099395e-10,0
9.326717349822378e-12,0
7.352999320531239e-10,0
5.692732063522499e-09,1
3.6792355828652035e-09,1
2.8760522852167014e-09,1
1.8947437396832356e-08,1
4.881200776907235e-09,1
6.61502741472475e-10,1
1.1852912393806037e-05,1
0.9998841285705566,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9998496770858765,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
2.955947593363817e-07,0
3.3551855738167546e-10,0
3.335623555145162e-09,0
1.4197051867448351e-10,0
5.818381800665184e-12,0
5.050625716263024e-12,0
1.8424434341472035e-13,0
3.501041145360928e-13,0
3.0979504985623185e-12,0
1.5331031583132315e-11,0
6.610766621617525e-13,0
3.308638085730564e-12,0
9.04900265830122e-10,0
8.489608127604242e-09,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999516010284424,0
0.00018111459212377667,0
2.2408726350203745e-12,0
1.0245513340717896e-13,0
1.3892858218012005e-13,0
8.660479560058942e-14,0
7.364240646326806e-14,0
8.137610695696778e-15,0
2.663825021974103e-15,0
2.6703262116025165e-15,0
3.7583275386146933e-16,0
1.932498045864161e-15,0
7.040476871205542e-14,0
1.2419592264334423e-11,0
4.103109865760679e-11,0
9.528612436842526e-15,0
7.965459719496814e-16,0
3.227053121624627e-16,0
2.271841890907336e-15,0
3.1800306169533967e-15,0
3.807132899409128e-14,0
4.323439935054185e-13,0
1.6037811269992153e-12,0
2.351774916302396e-13,0
1.833535493572791e-13,0
2.409093432555187e-13,0
3.1039580628000607e-13,0
4.053168662244283e-13,0
6.236095841105627e-12,0
3.866249768252894e-12,0
3.3634331214268953e-13,0
3.944052387200997e-13,0
3.636939653519494e-13,0
2.762492654333898e-13,0
9.973228162372602e-14,0
6.74006614409528e-11,0
2.73230393865731e-09,0
1.8244211474893746e-08,0
1.3644672058887863e-08,0
6.338841895825453e-09,0
2.2529153653749745e-08,0
5.44020295478731e-09,1
5.127955837735954e-10,1
0.9998599290847778,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.7579655647277832,0
2.0825123847600935e-09,0
1.4893712348487687e-14,0
1.4296975604267959e-13,0
1.774563785847394e-12,0
5.237981814780468e-13,0
8.023292316985953e-13,0
2.5739541609226535e-09,0
1.1250237547111297e-10,0
1.0301644953747413e-11,0
7.887160434309759e-13,0
7.997944754395414e-13,0
3.8365995493408467e-13,0
2.181746401380344e-13,0
4.033624427307245e-14,0
5.0674687970125865e-14,0
2.196476033282553e-14,0
1.0284657240428041e-12,0
3.867041062366461e-11,0
2.2144025280113055e-08,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9998395442962646,1
1.1145206979534805e-09,0
6.588143919294964e-10,0
7.237238364155019e-09,0
3.788672842119922e-08,0
2.0103687603523213e-08,0
5.6070086351667214e-09,0
5.239900957576538e-09,0
3.16532333677344e-09,0
3.4387170888550145e-10,0
1.5771246808515826e-10,0
6.578924210964843e-11,0
1.7454980516529162e-10,0
6.191287760248798e-11,0
2.0994641788951718e-11,0
2.6415494791542926e-10,0
6.959323428645803e-08,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.999998927116394,0
4.2312052299375846e-13,0
2.021941675775605e-14,0
1.4576817671755476e-13,0
1.4462221567881905e-13,0
1.6646613829138929e-13,0
1.3109229074991478e-14,0
6.45335820727771e-16,0
1.0985030532504724e-15,0
5.2960804144963625e-12,0
3.089613981321904e-11,0
2.6623801362320176e-13,0
4.0712463909232575e-16,0
6.052595057093324e-12,0
1.3553732358673187e-08,0
4.682829679580891e-09,0
0.9999381303787231,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8869531750679016,0
1.3159107766114175e-05,0
6.598864173935014e-16,0
1.6003632135317726e-14,0
8.362651256156248e-15,0
3.1841459265276317e-15,0
1.395118998895762e-14,0
9.520618986919287e-15,0
2.392405172487724e-15,0
3.5198369419857725e-16,0
2.9384779962201516e-16,0
1.5428339216003867e-14,0
1.126572454573059e-13,0
6.189244949883488e-11,0
2.205058184656661e-12,0
3.157655606376964e-15,0
4.771861328794298e-15,0
5.989823556178412e-15,0
4.135961084522025e-15,0
9.135655217886417e-15,0
5.76167870467055e-14,0
7.895091915302577e-13,0
1.1936443587018397e-12,0
2.3091793234508717e-13,0
3.2046880340391715e-13,0
2.827242563327448e-13,0
4.3237036672326423e-13,0
2.0321233844960984e-12,0
2.627912861277726e-12,0
7.678927480860021e-13,0
2.7300012836288523e-13,0
2.50826919998004e-13,0
6.032572445052731e-13,0
3.583812933916075e-13,0
3.0301702444966716e-13,0
4.397913457021563e-12,0
3.259919001408207e-10,0
1.4443125806451462e-08,0
2.9016977265428068e-08,0
2.3843458762939918e-08,0
2.1880340594915282e-10,0
0.9761078953742981,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999995231628418,1
1.0,1
1.0,0
0.9999964237213135,0
0.9811486601829529,0
0.9994953870773315,0
1.0,0
0.991782546043396,0
0.009197142906486988,0
0.9999995231628418,0
0.9999938011169434,0
1.0,0
1.0,0
0.03180835023522377,0
0.8739830255508423,0
0.9999998807907104,0
1.0,0
1.0,0
1.0,0
0.9999998807907104,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999963045120239,1
0.9995585083961487,1
0.008312719874083996,0
0.0020805043168365955,0
1.4354222003021277e-05,0
7.896117537598002e-09,0
4.3975659225203856e-10,0
7.395066781157311e-10,0
2.2543629185634018e-09,0
2.5743507325870496e-10,0
1.129121240950326e-10,0
9.723445659748364e-11,0
1.903587565355025e-10,0
7.829850656726478e-11,0
2.9381228006108984e-10,0
2.519041086834761e-10,0
4.69225103216786e-10,0
7.373900643870002e-06,0
0.9954323768615723,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
3.2405736760665604e-08,0
1.7223207235406157e-11,0
1.9668469977696112e-11,0
1.538917864668532e-12,0
5.007067351882333e-13,0
1.5452901477408347e-14,0
4.7872133774468084e-15,0
1.2579047775195668e-13,0
1.401078385254717e-11,0
6.1767175575655475e-12,0
6.426026702942289e-13,0
1.081402199199237e-15,0
4.826923583056697e-11,0
5.801856328702115e-09,0
2.9502427167926726e-09,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.14708799123764038,1
6.175139392883278e-12,0
1.2876790740528926e-16,0
2.1560474895232842e-14,0
1.4533833460187752e-14,0
4.080657456362845e-14,0
1.2856557452759626e-14,0
5.5753610177244634e-15,0
1.007331920818927e-15,0
8.732175943901277e-16,0
1.0318339370050337e-15,0
2.982019741814418e-13,0
1.5977161260671835e-10,0
1.5248363682829336e-10,0
2.699560139231977e-13,0
6.423985963403128e-15,0
4.319660084408381e-15,0
7.563157186033648e-15,0
1.7007273004189874e-14,0
9.540069404487088e-15,0
2.90586050230926e-13,0
2.3510405861709716e-12,0
2.6746935829352614e-12,0
2.843900516556058e-13,0
1.8129520508534253e-13,0
2.513599679961065e-13,0
3.6047564672819776e-13,0
5.442495954778581e-13,0
2.8718763478430276e-12,0
4.618442347309459e-12,0
3.1313549843370314e-12,0
1.1454910370939375e-12,0
2.910947578902562e-13,0
6.299221398404359e-14,0
5.0277263499405936e-14,0
1.3129856360136194e-13,0
1.6158326846676951e-12,0
4.053808955184479e-10,0
3.090406819339364e-09,0
1.1824436541019168e-08,0
1.0270152728253379e-08,0
9.144870638522207e-09,0
7.828383774555192e-12,0
7.775318522362795e-08,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9999992847442627,1
1.0,1
1.0,0
4.0095184949962e-09,0
5.5106163603351865e-15,0
5.556032657604362e-14,0
2.7450836742604068e-11,0
5.4838143574709175e-12,0
9.030479836136251e-11,0
9.795348887564614e-08,0
2.8220478731633136e-10,0
2.4959445968364413e-11,0
5.7770134162526965e-12,0
1.2379671072981768e-11,0
1.495222869130064e-11,0
1.0818583008609384e-11,0
5.54962022517036e-12,0
2.027601394075096e-12,0
1.4334520170248416e-13,0
7.255117730545213e-14,0
8.602976187335742e-13,0
9.218527633955698e-13,0
6.39427136998709e-14,0
1.522903236351493e-14,0
4.221092554402292e-15,0
2.2539916032801935e-14,0
2.8372434610068886e-12,0
3.808002871363847e-11,0
4.654703011919281e-11,0
1.009284600339555e-10,1
9.66334391705459e-06,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
9.4684637588216e-06,1
5.214549787524447e-07,0
3.455569412835757e-07,0
9.625042594052502e-07,0
6.200673965395254e-07,0
9.394015565433733e-10,0
2.0373910891713365e-11,0
1.3205819250627915e-11,0
3.403908058197125e-11,0
5.301924871359276e-11,0
6.770409233247676e-11,0
4.5370013301848644e-11,0
1.4468637225817371e-11,0
1.1925640162890883e-11,0
7.700652615572068e-12,0
1.7444827526968965e-10,0
5.0826014508231765e-09,0
5.631361332802953e-08,1
0.6647559404373169,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
